doi,color_green_only,color,issn,journal,publisher,publication_date_unpaywall
10.1007/s00784-017-2147-6,closed,closed,"1432-6981,1436-3771",Clinical Oral Investigations,Springer Science and Business Media LLC,2017-06-10
10.1177/0194599817711411,closed,closed,"0194-5998,1097-6817",Otolaryngology–Head and Neck Surgery,SAGE Publications,2017-06-06
10.1159/000477355,bronze,bronze,"1660-5527,1660-5535",Skin Pharmacology and Physiology,S. Karger AG,2017-01-01
10.1161/circep.117.005925,bronze,bronze,"1941-3149,1941-3084",Circulation: Arrhythmia and Electrophysiology,Ovid Technologies (Wolters Kluwer Health),2018-03-01
10.1016/j.cgh.2018.09.032,closed,closed,1542-3565,Clinical Gastroenterology and Hepatology,Elsevier BV,2019-08-01
10.5664/jcsm.6978,green,green,"1550-9389,1550-9397",Journal of Clinical Sleep Medicine,American Academy of Sleep Medicine (AASM),2018-03-15
10.1097/hjh.0000000000001445,closed,closed,0263-6352,Journal of Hypertension,Ovid Technologies (Wolters Kluwer Health),2017-11-01
10.1002/da.22462,closed,closed,1091-4269,Depression and Anxiety,Wiley,2015-12-23
10.1016/s2665-9913(19)30018-9,closed,closed,2665-9913,The Lancet Rheumatology,Elsevier BV,2019-09-01
10.1177/1937586715619740,closed,closed,"1937-5867,2167-5112",HERD: Health Environments Research & Design Journal,SAGE Publications,2015-12-17
10.1177/1937586716679403,closed,closed,"1937-5867,2167-5112",HERD: Health Environments Research & Design Journal,SAGE Publications,2016-11-23
10.1080/10615806.2020.1736936,closed,closed,"1061-5806,1477-2205","Anxiety, Stress, & Coping",Informa UK Limited,2020-03-11
10.1093/schbul/sby016.317,hybrid,hybrid,"0586-7614,1745-1701",Schizophrenia Bulletin,Oxford University Press (OUP),2018-04-01
10.1007/s00259-015-3093-7,closed,closed,"1619-7070,1619-7089",European Journal of Nuclear Medicine and Molecular Imaging,Springer Science and Business Media LLC,2015-05-31
10.1111/pan.13078,closed,closed,1155-5645,Pediatric Anesthesia,Wiley,2017-02-08
10.1016/j.bja.2018.02.025,bronze,bronze,0007-0912,British Journal of Anaesthesia,Elsevier BV,2018-07-01
10.1073/pnas.1720548115,hybrid,hybrid,"0027-8424,1091-6490",Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,2018-04-02
10.1007/s00213-018-4951-3,closed,closed,"0033-3158,1432-2072",Psychopharmacology,Springer Science and Business Media LLC,2018-06-25
10.1097/j.pain.0000000000000634,closed,closed,"0304-3959,1872-6623",Pain,Ovid Technologies (Wolters Kluwer Health),2016-06-01
10.1007/s00520-017-3875-5,closed,closed,"0941-4355,1433-7339",Supportive Care in Cancer,Springer Science and Business Media LLC,2017-09-30
10.1007/s00391-015-1018-5,closed,closed,"0948-6704,1435-1269",Zeitschrift für Gerontologie und Geriatrie,Springer Science and Business Media LLC,2016-01-15
10.3238/arztebl.2015.0061,green,green,1866-0452,Deutsches Aerzteblatt Online,Deutscher Arzte-Verlag GmbH,2015-01-30
10.1016/j.chb.2015.08.027,closed,closed,0747-5632,Computers in Human Behavior,Elsevier BV,2016-01-01
10.1007/s00420-017-1202-6,closed,closed,"0340-0131,1432-1246",International Archives of Occupational and Environmental Health,Springer Science and Business Media LLC,2017-03-02
10.1186/s12884-018-2069-6,gold,gold,1471-2393,BMC Pregnancy and Childbirth,Springer Science and Business Media LLC,2018-11-03
10.1016/j.jpeds.2018.05.031,closed,closed,0022-3476,The Journal of Pediatrics,Elsevier BV,2018-10-01
10.1111/jcpe.12868,closed,closed,0303-6979,Journal of Clinical Periodontology,Wiley,2018-02-07
10.1016/j.sleep.2019.03.024,closed,closed,1389-9457,Sleep Medicine,Elsevier BV,2019-09-01
10.1002/eat.23024,green,green,"0276-3478,1098-108X",International Journal of Eating Disorders,Wiley,2019-01-28
10.1186/s13023-019-1066-9,gold,gold,1750-1172,Orphanet Journal of Rare Diseases,Springer Science and Business Media LLC,2019-05-10
10.1016/j.invent.2018.01.002,gold,gold,2214-7829,Internet Interventions,Elsevier BV,2018-06-01
10.1007/s00234-017-1922-z,closed,closed,"0028-3940,1432-1920",Neuroradiology,Springer Science and Business Media LLC,2017-09-14
10.1259/bjr.20190543,green,green,"0007-1285,1748-880X",The British Journal of Radiology,British Institute of Radiology,2020-01-01
10.2196/jmir.9293,gold,gold,1438-8871,Journal of Medical Internet Research,JMIR Publications Inc.,2018-04-23
10.1037/ccp0000246,closed,closed,"1939-2117,0022-006X",Journal of Consulting and Clinical Psychology,American Psychological Association (APA),2017-11-01
10.1186/s12871-017-0435-y,gold,gold,1471-2253,BMC Anesthesiology,Springer Science and Business Media LLC,2017-10-17
10.1186/s12885-015-1600-7,gold,gold,1471-2407,BMC Cancer,Springer Science and Business Media LLC,2015-08-28
10.4329/wjr.v8.i6.628,hybrid,hybrid,1949-8470,World Journal of Radiology,Baishideng Publishing Group Inc.,2016-01-01
10.1371/journal.pone.0185463,gold,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-10-06
10.1111/jcpe.13110,closed,closed,"0303-6979,1600-051X",Journal of Clinical Periodontology,Wiley,2019-05-01
10.1016/j.pec.2012.10.004,closed,closed,0738-3991,Patient Education and Counseling,Elsevier BV,2013-02-01
10.1055/s-0037-1618584,closed,closed,"0171-6425,1439-1902",The Thoracic and Cardiovascular Surgeon,Georg Thieme Verlag KG,2018-02-02
10.1186/s13195-017-0247-9,gold,gold,1758-9193,Alzheimer's Research &amp; Therapy,Springer Science and Business Media LLC,2017-03-23
10.1007/s00234-016-1693-y,green,green,"0028-3940,1432-1920",Neuroradiology,Springer Science and Business Media LLC,2016-04-30
10.1111/jocn.12766,closed,closed,0962-1067,Journal of Clinical Nursing,Wiley,2015-02-07
10.3238/arztebl.2018.0741,green,green,1866-0452,Deutsches Aerzteblatt Online,Deutscher Arzte-Verlag GmbH,2018-11-02
10.1016/j.radonc.2020.03.018,closed,closed,0167-8140,Radiotherapy and Oncology,Elsevier BV,2020-07-01
10.1007/s00432-016-2307-0,hybrid,hybrid,"0171-5216,1432-1335",Journal of Cancer Research and Clinical Oncology,Springer Science and Business Media LLC,2016-11-28
10.1136/bmjopen-2016-012008,gold,gold,"2044-6055,2044-6055",BMJ Open,BMJ,2016-11-01
10.1007/s00520-019-05076-6,closed,closed,"0941-4355,1433-7339",Supportive Care in Cancer,Springer Science and Business Media LLC,2019-10-01
10.1186/s12906-017-1971-1,gold,gold,1472-6882,BMC Complementary and Alternative Medicine,Springer Science and Business Media LLC,2017-09-18
10.1097/ncc.0000000000000502,green,green,"1538-9804,0162-220X",Cancer Nursing,Ovid Technologies (Wolters Kluwer Health),2018-09-01
10.1186/s12888-017-1494-9,gold,gold,1471-244X,BMC Psychiatry,Springer Science and Business Media LLC,2017-10-10
10.1186/s12885-019-5522-7,gold,gold,1471-2407,BMC Cancer,Springer Science and Business Media LLC,2019-05-02
10.15761/nns.1000103,gold,gold,2631-4339,Neurology and Neurosurgery,"Open Access Text Pvt, Ltd.",2018-01-01
10.1093/bja/aew115,bronze,bronze,0007-0912,British Journal of Anaesthesia,Elsevier BV,2016-06-01
10.3109/15412555.2015.1008690,closed,closed,"1541-2555,1541-2563",COPD: Journal of Chronic Obstructive Pulmonary Disease,Informa UK Limited,2015-08-11
10.1016/j.resp.2016.08.008,closed,closed,1569-9048,Respiratory Physiology &amp; Neurobiology,Elsevier BV,2016-12-01
10.1016/j.jacc.2016.04.056,bronze,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2016-07-01
10.1038/srep14906,gold,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2015-10-07
10.1007/s00520-020-05388-y,hybrid,hybrid,"0941-4355,1433-7339",Supportive Care in Cancer,Springer Science and Business Media LLC,2020-03-17
10.1186/s12903-016-0257-1,gold,gold,1472-6831,BMC Oral Health,Springer Science and Business Media LLC,2016-07-26
10.1139/apnm-2016-0390,green,green,"1715-5312,1715-5320","Applied Physiology, Nutrition, and Metabolism",Canadian Science Publishing,2017-06-01
10.1111/jsr.13102,hybrid,hybrid,"0962-1105,1365-2869",Journal of Sleep Research,Wiley,2020-06-28
10.1136/archdischild-2017-313190,closed,closed,"1359-2998,1468-2052",Archives of Disease in Childhood - Fetal and Neonatal Edition,BMJ,2017-09-16
10.1159/000501425,closed,closed,"2504-2092,2504-2106",Complementary Medicine Research,S. Karger AG,2019-08-07
10.1111/ajt.14138,bronze,green,1600-6135,American Journal of Transplantation,Wiley,2017-01-05
10.1111/pan.13927,hybrid,hybrid,"1155-5645,1460-9592",Pediatric Anesthesia,Wiley,2020-06-18
10.1213/ane.0000000000001991,closed,closed,0003-2999,Anesthesia & Analgesia,Ovid Technologies (Wolters Kluwer Health),2017-10-01
10.1016/j.ultrasmedbio.2018.08.011,hybrid,hybrid,0301-5629,Ultrasound in Medicine &amp; Biology,Elsevier BV,2018-12-01
10.1186/s12871-020-00960-9,gold,gold,1471-2253,BMC Anesthesiology,Springer Science and Business Media LLC,2020-02-20
10.1186/s12986-017-0175-5,gold,gold,1743-7075,Nutrition &amp; Metabolism,Springer Science and Business Media LLC,2017-02-20
10.1016/j.jcin.2016.10.004,bronze,bronze,1936-8798,JACC: Cardiovascular Interventions,Elsevier BV,2017-01-01
10.3238/arztebl.2018.0469,green,green,1866-0452,Deutsches Ärzteblatt international,Deutscher Arzte-Verlag GmbH,2018-07-09
10.1108/he-11-2016-0061,closed,closed,0965-4283,Health Education,Emerald,2018-01-02
10.1101/409276,green,green,NA,NA,Cold Spring Harbor Laboratory,2018-09-12
10.1155/2019/1907168,gold,gold,"1741-427X,1741-4288",Evidence-Based Complementary and Alternative Medicine,Hindawi Limited,2019-12-23
10.1016/j.msard.2019.03.026,closed,closed,2211-0348,Multiple Sclerosis and Related Disorders,Elsevier BV,2019-06-01
10.1016/j.clnu.2020.02.011,closed,closed,0261-5614,Clinical Nutrition,Elsevier BV,2020-11-01
10.3238/arztebl.2017.0681,green,green,1866-0452,Deutsches Ärzteblatt international,Deutscher Arzte-Verlag GmbH,2017-10-13
10.1111/andr.12296,bronze,bronze,2047-2919,Andrology,Wiley,2016-11-03
10.1902/jop.2016.160099,closed,closed,"0022-3492,1943-3670",Journal of Periodontology,Wiley,2016-11-01
10.1016/j.jdent.2016.10.002,closed,closed,0300-5712,Journal of Dentistry,Elsevier BV,2016-12-01
10.1186/s12931-018-0751-x,gold,gold,1465-993X,Respiratory Research,Springer Science and Business Media LLC,2018-04-04
10.1055/s-0036-1572255,closed,closed,"0934-8387,1438-8790",Pneumologie,Georg Thieme Verlag KG,2016-02-09
10.1371/journal.pone.0157229,gold,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2016-06-15
10.3389/fphys.2019.01211,gold,gold,1664-042X,Frontiers in Physiology,Frontiers Media SA,2019-09-24
10.1097/md.0000000000006046,gold,gold,0025-7974,Medicine,Ovid Technologies (Wolters Kluwer Health),2017-02-01
10.1155/2020/4705042,gold,gold,"2090-1836,2090-1844",Pulmonary Medicine,Hindawi Limited,2020-06-22
10.1515/med-2019-0034,gold,gold,2391-5463,Open Medicine,Walter de Gruyter GmbH,2019-01-01
10.1371/journal.pone.0199776,gold,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2018-07-02
10.1111/coa.12871,closed,closed,1749-4478,Clinical Otolaryngology,Wiley,2017-04-09
10.1097/md.0000000000012958,gold,gold,"0025-7974,1536-5964",Medicine,Ovid Technologies (Wolters Kluwer Health),2018-10-01
10.1186/s13063-016-1339-8,gold,gold,1745-6215,Trials,Springer Science and Business Media LLC,2016-05-08
10.1186/s12888-018-1737-4,gold,gold,1471-244X,BMC Psychiatry,Springer Science and Business Media LLC,2018-05-29
10.1371/journal.pone.0065119,gold,gold,1932-6203,PLoS ONE,Public Library of Science (PLoS),2013-06-26
10.3233/ch-199207,closed,closed,"1386-0291,1875-8622",Clinical Hemorheology and Microcirculation,IOS Press,2019-11-13
10.1024/0301-1526/a000812,bronze,bronze,"0301-1526,1664-2872",Vasa,Hogrefe Publishing Group,2019-11-01
10.1200/jco.2016.34.15_suppl.11004,closed,closed,"0732-183X,1527-7755",Journal of Clinical Oncology,American Society of Clinical Oncology (ASCO),2016-05-20
10.1186/s12888-016-0990-7,gold,gold,1471-244X,BMC Psychiatry,Springer Science and Business Media LLC,2016-08-05
10.1016/j.jgo.2017.04.002,closed,closed,1879-4068,Journal of Geriatric Oncology,Elsevier BV,2017-07-01
10.1055/a-0842-6901,bronze,bronze,"0940-6689,1439-085X","Physikalische Medizin, Rehabilitationsmedizin, Kurortmedizin",Georg Thieme Verlag KG,2019-05-02
10.3171/2017.9.jns17533,bronze,bronze,"0022-3085,1933-0693",Journal of Neurosurgery,Journal of Neurosurgery Publishing Group (JNSPG),2019-02-01
10.1186/s13019-018-0739-0,gold,gold,1749-8090,Journal of Cardiothoracic Surgery,Springer Science and Business Media LLC,2018-05-21
10.1186/s13063-019-3522-1,gold,gold,1745-6215,Trials,Springer Science and Business Media LLC,2019-07-09
10.25673/32106,NA,NA,NA,NA,NA,NA
10.1080/20008198.2019.1577092,gold,gold,"2000-8198,2000-8066",European Journal of Psychotraumatology,Informa UK Limited,2019-02-19
10.1159/000505913,closed,closed,"1022-6877,1421-9891",European Addiction Research,S. Karger AG,2020-01-01
10.1016/j.nlm.2016.03.017,closed,closed,1074-7427,Neurobiology of Learning and Memory,Elsevier BV,2016-05-01
10.1038/s41598-017-07649-z,gold,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2017-08-03
10.1016/j.schres.2016.04.033,green,green,0920-9964,Schizophrenia Research,Elsevier BV,2016-08-01
10.1186/s12911-016-0362-8,gold,gold,1472-6947,BMC Medical Informatics and Decision Making,Springer Science and Business Media LLC,2016-09-20
10.1093/pm/pnx052,closed,closed,"1526-2375,1526-4637",Pain Medicine,Oxford University Press (OUP),2017-03-20
10.1186/s12885-016-2896-7,gold,gold,1471-2407,BMC Cancer,Springer Science and Business Media LLC,2016-11-08
10.12678/1089-313x.21.4.168,closed,closed,1089-313X,Journal of Dance Medicine & Science,J. Michael Ryan Publishing,2017-12-15
10.1111/bjc.12213,closed,closed,"0144-6657,2044-8260",British Journal of Clinical Psychology,Wiley,2018-12-16
10.1136/acupmed-2011-010034,closed,closed,"0964-5284,1759-9873",Acupuncture in Medicine,SAGE Publications,2012-03-01
10.1016/j.invent.2018.06.004,gold,gold,2214-7829,Internet Interventions,Elsevier BV,2018-09-01
10.1055/s-0043-119876,closed,closed,"0947-7349,1439-3646",Experimental and Clinical Endocrinology & Diabetes,Georg Thieme Verlag KG,2017-11-17
10.1186/s12877-017-0610-5,gold,gold,1471-2318,BMC Geriatrics,Springer Science and Business Media LLC,2017-09-11
10.1177/2047487319849505,bronze,bronze,"2047-4873,2047-4881",European Journal of Preventive Cardiology,Oxford University Press (OUP),2019-05-13
10.4172/2165-7904.1000266,closed,closed,2165-7904,Journal of Obesity & Weight Loss Therapy,OMICS Publishing Group,2015-01-01
10.1186/s12931-015-0298-z,gold,gold,1465-993X,Respiratory Research,Springer Science and Business Media LLC,2015-11-04
10.1016/j.nutres.2016.07.005,hybrid,hybrid,0271-5317,Nutrition Research,Elsevier BV,2016-10-01
10.1039/c7fo01809f,hybrid,hybrid,"2042-6496,2042-650X",Food &amp; Function,Royal Society of Chemistry (RSC),2018-01-01
10.5812/ircmj.88324,gold,gold,"2074-1804,2074-1812",Iranian Red Crescent Medical Journal,DoNotEdit,2019-06-03
10.1039/c8fo00735g,hybrid,hybrid,"2042-6496,2042-650X",Food &amp; Function,Royal Society of Chemistry (RSC),2018-01-01
10.1039/c8ay01753k,hybrid,hybrid,"1759-9660,1759-9679",Analytical Methods,Royal Society of Chemistry (RSC),2018-01-01
10.2196/mhealth.7943,gold,gold,2291-5222,JMIR mHealth and uHealth,JMIR Publications Inc.,2017-09-14
10.3238/arztebl.2017.0029,green,green,1866-0452,Deutsches Aerzteblatt Online,Deutscher Arzte-Verlag GmbH,2017-01-20
10.1001/jama.2019.4755,bronze,green,0098-7484,JAMA,American Medical Association (AMA),2019-05-07
10.1111/adb.12278,closed,closed,1355-6215,Addiction Biology,Wiley,2015-06-10
10.1111/clr.12691,closed,closed,0905-7161,Clinical Oral Implants Research,Wiley,2015-09-18
10.1186/s13063-018-2676-6,gold,gold,1745-6215,Trials,Springer Science and Business Media LLC,2018-05-24
10.1111/cid.12173,closed,closed,1523-0899,Clinical Implant Dentistry and Related Research,Wiley,2013-11-11
10.1007/s00464-018-6440-5,closed,closed,"0930-2794,1432-2218",Surgical Endoscopy,Springer Science and Business Media LLC,2018-09-07
10.1097/sla.0000000000003705,closed,closed,"0003-4932,1528-1140",Annals of Surgery,Ovid Technologies (Wolters Kluwer Health),2019-11-27
10.2147/cmar.s204729,gold,gold,1179-1322,Cancer Management and Research,Informa UK Limited,2019-05-01
10.1111/cid.12489,closed,closed,1523-0899,Clinical Implant Dentistry and Related Research,Wiley,2017-04-24
10.3238/arztebl.2015.0788,green,green,1866-0452,Deutsches Ärzteblatt international,Deutscher Arzte-Verlag GmbH,2015-11-13
10.1016/j.mhp.2016.03.002,closed,closed,2212-6570,Mental Health &amp; Prevention,Elsevier BV,2016-06-01
10.1001/jamasurg.2020.0794,bronze,green,2168-6254,JAMA Surgery,American Medical Association (AMA),2020-07-15
10.1016/j.ijosm.2016.03.002,closed,closed,1746-0689,International Journal of Osteopathic Medicine,Elsevier BV,2016-06-01
10.1503/jpn.160074,green,green,1180-4882,Journal of Psychiatry &amp; Neuroscience,CMA Joule Inc.,2017-05-01
10.1155/2016/4101890,gold,gold,"2314-6745,2314-6753",Journal of Diabetes Research,Hindawi Limited,2016-01-01
10.1016/j.surg.2016.09.005,closed,closed,0039-6060,Surgery,Elsevier BV,2017-05-01
10.1371/journal.pone.0229898,gold,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-03-06
10.1186/s13063-015-1145-8,gold,gold,1745-6215,Trials,Springer Science and Business Media LLC,2016-01-07
10.3390/jcm8030364,gold,gold,2077-0383,Journal of Clinical Medicine,MDPI AG,2019-03-14
10.3389/fpsyg.2016.00483,gold,gold,1664-1078,Frontiers in Psychology,Frontiers Media SA,2016-03-31
10.1007/s00464-019-06842-7,closed,closed,"0930-2794,1432-2218",Surgical Endoscopy,Springer Science and Business Media LLC,2019-05-28
10.1007/s00464-018-6110-7,closed,closed,"0930-2794,1432-2218",Surgical Endoscopy,Springer Science and Business Media LLC,2018-02-12
10.1002/bjs.10793,closed,closed,"0007-1323,1365-2168",British Journal of Surgery,Oxford University Press (OUP),2018-03-30
10.1111/bcp.13934,bronze,green,"0306-5251,1365-2125",British Journal of Clinical Pharmacology,Wiley,2019-05-09
10.1097/rli.0000000000000432,closed,closed,"1536-0210,0020-9996",Investigative Radiology,Ovid Technologies (Wolters Kluwer Health),2018-04-01
10.1002/cpt.1529,closed,closed,"0009-9236,1532-6535",Clinical Pharmacology &amp; Therapeutics,Wiley,2019-07-10
10.1186/s12984-018-0389-4,gold,gold,1743-0003,Journal of NeuroEngineering and Rehabilitation,Springer Science and Business Media LLC,2018-05-29
10.2196/preprints.18952,hybrid,hybrid,NA,NA,JMIR Publications Inc.,2020-03-29
10.1159/000508630,closed,closed,"2504-2092,2504-2106",Complementary Medicine Research,S. Karger AG,2020-07-24
10.3171/2018.1.jns181522,bronze,bronze,"0022-3085,1933-0693",Journal of Neurosurgery,Journal of Neurosurgery Publishing Group (JNSPG),2019-06-01
10.1111/codi.13251,closed,closed,1462-8910,Colorectal Disease,Wiley,2016-02-01
10.3238/arztebl.2017.0087,green,green,1866-0452,Deutsches Ärzteblatt international,Deutscher Arzte-Verlag GmbH,2017-02-10
